Query	Dates range	Impressions	Clicks	CTR %	Avg. position	Avg. click position	Impressions for 1st position	Clicks from pos. 1	CTR % for pos. 1	Impressions for pos. 2-3	Clicks from pos. 2-3	CTR % for pos. 2-3	Avg. impression position for pos. 2-3	Avg. click position from pos. 2-3	Impressions for pos. 4-10	Clicks from pos. 4-10	CTR % for pos. 4-10	Avg. impression position for pos. 4-10	Avg. click position from pos. 4-10	Impressions for pos. 11-50	Clicks from pos. 11-50	CTR % for pos. 11-50	Avg. impression position for pos. 11-50	Avg. click position from pos. 11-50
прогулки по самарканду онлайн	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
многофункциональный ледовый комплекс humo arena ул. бешёгоч, 28б фото	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
самарканд улугбек	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
tashkent map 3d	2025-01-01 - 2025-10-15	3	1	33,33333333	2	2	0	0		3	1	33,33333333	2	2	0	0				0	0			
улица абдулла кадиров ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	3,666666667	4	0	0		1	0	0	3		2	1	50	4	4	0	0			
qishloqdagi cha cha	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
ассалом сохил на карте	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
devonovoy masjidi	2025-01-01 - 2025-10-15	3	0	0	2		0	0		3	0	0	2		0	0				0	0			
yaponamama ул. шота руставели, 69а, ташкент фото	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
улица лутфий	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
улица джаркурганская	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		0	0				3	0	0	4,333333333		0	0			
margilon dexqon bozor	2025-01-01 - 2025-10-15	3	0	0	6		0	0		0	0				3	0	0	6		0	0			
integro просп. бунёдкор, 52, чиланзарский район, ташкент фото	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
ибис в ташкенте	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				2	0	0	7		1	0	0	11	
где находится узбум в ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	3	3	0	0		3	1	33,33333333	3	3	0	0				0	0			
ташкент г ташкент пр амира темура до 97008922	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				3	0	0	9,333333333		0	0			
анор кафе маргилан номер телефона	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				0	0				3	0	0	11,66666667	
ц 1 ташкент	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
asl baraka просп. аль-хорезми, 81, ургенч фото	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
таштермал санаторий узбекистан	2025-01-01 - 2025-10-15	3	0	0	13,33333333		0	0		0	0				0	0				3	0	0	13,33333333	
андижон давлат университети кўриниши панорама	2025-01-01 - 2025-10-15	3	1	33,33333333	3	3	0	0		3	1	33,33333333	3	3	0	0				0	0			
река карасу ташкент на карте	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
андижон шахар дам олиш чомилиш жойллари	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		0	0				3	0	0	4,333333333		0	0			
улице махтумкули	2025-01-01 - 2025-10-15	3	0	0	10,66666667		0	0		0	0				1	0	0	8		2	0	0	12	
mustaqillik shox ko'chasi	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		2	0	0	3		1	0	0	7		0	0			
ташкент-южный (станция)	2025-01-01 - 2025-10-15	3	1	33,33333333	8	1	1	1	100	0	0				0	0				2	0	0	11,5	
винхен червак аппартаменты узбекистан	2025-01-01 - 2025-10-15	3	1	33,33333333	3	3	0	0		3	1	33,33333333	3	3	0	0				0	0			
nbu bank.uz	2025-01-01 - 2025-10-15	3	0	0	10,33333333		0	0		0	0				2	0	0	9		1	0	0	13	
юнусобод башня	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
кичик халка йули ташкент	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				1	0	0	8		2	0	0	11	
красивые заведения в ургенче	2025-01-01 - 2025-10-15	3	0	0	4,666666667		1	0	0	0	0				2	0	0	6,5		0	0			
серенти спа ташкент	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				3	0	0	10		0	0			
ташкент панорамный	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
стадион милли ташкент балкон 16 ряд 6-7	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				2	0	0	9,5		1	0	0	14	
bostanliq district	2025-01-01 - 2025-10-15	3	1	33,33333333	9,666666667	10	0	0		0	0				3	1	33,33333333	9,666666667	10	0	0			
meros toyxona	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
улица жасорат	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
baskent uy	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
ташкент шайхантахурский район массив хадра result	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				1	0	0	10		2	0	0	12,5	
международный дворец форумов ташкент	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
buxoro eski shahar yahudiylar sinagogiyasi rasm	2025-01-01 - 2025-10-15	3	0	0	3		0	0		3	0	0	3		0	0				0	0			
блэк стар автомойка ташкент	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
recent streetview tashkent chilanzar	2025-01-01 - 2025-10-15	3	1	33,33333333	3,333333333	4	0	0		1	0	0	2		2	1	50	4	4	0	0			
ул афросиаб ташкент	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
ташкент мост	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				2	0	0	8,5		1	0	0	12	
esti tashmi	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				0	0				3	0	0	11	
географическая карта бустанлинского района ташкентского область	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				3	0	0	10		0	0			
ташкент проспект амира темура	2025-01-01 - 2025-10-15	3	1	33,33333333	4,666666667	5	0	0		0	0				3	1	33,33333333	4,666666667	5	0	0			
маргилан урам	2025-01-01 - 2025-10-15	3	0	0	10,33333333		0	0		0	0				2	0	0	10		1	0	0	11	
mitc uz	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
yaponamama ул. мирзо улугбека, 4 фото	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
дурмон	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
улица бабура в ташкенте на карте	2025-01-01 - 2025-10-15	3	1	33,33333333	4,666666667	5	0	0		0	0				3	1	33,33333333	4,666666667	5	0	0			
абая ташкент	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
глэмпинге ?солнце-mope?	2025-01-01 - 2025-10-15	3	0	0	2,666666667		0	0		3	0	0	2,666666667		0	0				0	0			
чунтак	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				3	0	0	9,333333333		0	0			
маргилон дехкон бозори	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
essential 2	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
yunusobod galereya	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
бассейн хива	2025-01-01 - 2025-10-15	3	1	33,33333333	11	11	0	0		0	0				0	0				3	1	33,33333333	11	11
nest one haqida malumot	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				3	0	0	9,333333333		0	0			
парк /river в ташкенте	2025-01-01 - 2025-10-15	3	0	0	6		0	0		1	0	0	3		2	0	0	7,5		0	0			
кумтепа бозор	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				2	0	0	5,5		1	0	0	11	
здание цирка в ташкенте чертежи и планы	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				2	0	0	7		1	0	0	11	
г бухара ул бобур	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
себзар район	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
мечеть в корасув ташкент	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
арке мебели в ташкенте	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				2	0	0	9		1	0	0	11	
секс семейный секс мама папа и сын индия	2025-01-01 - 2025-10-15	3	0	0	3,333333333		0	0		1	0	0	2		2	0	0	4		0	0			
uzbekist	2025-01-01 - 2025-10-15	3	0	0	10,33333333		0	0		0	0				2	0	0	10		1	0	0	11	
панорама улиц узбекистан	2025-01-01 - 2025-10-15	3	1	33,33333333	2	2	0	0		3	1	33,33333333	2	2	0	0				0	0			
chorsu жилой комплекс	2025-01-01 - 2025-10-15	3	0	0	7,666666667		0	0		0	0				3	0	0	7,666666667		0	0			
улица нукусская в ташкенте какой район	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				1	0	0	10		2	0	0	12	
а?ндижон,эски,бозори	2025-01-01 - 2025-10-15	3	0	0	6		0	0		0	0				3	0	0	6		0	0			
нбу ,ул шахрисабз,ташкент	2025-01-01 - 2025-10-15	3	1	33,33333333	3,333333333	3	0	0		2	1	50	3	3	1	0	0	4		0	0			
малая кольцевая ташкент	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
школа 145 ташкент карта онлайн	2025-01-01 - 2025-10-15	3	1	33,33333333	4	4	0	0		0	0				3	1	33,33333333	4	4	0	0			
amir temur map	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				2	0	0	9		1	0	0	11	
карта узбекистан бахт панорама	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
фото авлод	2025-01-01 - 2025-10-15	3	1	33,33333333	4,333333333	4	0	0		0	0				3	1	33,33333333	4,333333333	4	0	0			
проспект бунедкор в ташкенте	2025-01-01 - 2025-10-15	3	0	0	3,333333333		0	0		2	0	0	3		1	0	0	4		0	0			
самарканд, зд	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		0	0				3	0	0	4,333333333		0	0			
kontakti 15 gor bolnisi	2025-01-01 - 2025-10-15	3	1	33,33333333	3,333333333	3	0	0		2	1	50	3	3	1	0	0	4		0	0			
farg'ona yo'li	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				0	0				3	0	0	11,66666667	
лэд экран на против пирамид тауэр	2025-01-01 - 2025-10-15	3	0	0	1		3	0	0	0	0				0	0				0	0			
xumo arena prmoy efir	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				0	0				3	0	0	11,66666667	
площадь амира тимура в ташкенте на карте	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
как добраться до стадиона миллий в ташкенте	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
чайхона ташкент	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
имомота	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				2	0	0	8		1	0	0	13	
andijon vakzal	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
уделье хонако	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
дархан ташкент район карта	2025-01-01 - 2025-10-15	3	1	33,33333333	4	4	0	0		0	0				3	1	33,33333333	4	4	0	0			
ташкент онлайн фото	2025-01-01 - 2025-10-15	3	0	0	4		0	0		1	0	0	3		2	0	0	4,5		0	0			
kosari masjidi	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
сангород в ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	1	1	3	1	33,33333333	0	0				0	0				0	0			
ташкент каракамыш фото	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				3	0	0	9,666666667		0	0			
eski tashmi qayera	2025-01-01 - 2025-10-15	3	1	33,33333333	4,666666667	5	0	0		0	0				3	1	33,33333333	4,666666667	5	0	0			
ул. осие	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
нет есть ли такое место в ташкенте чаткал	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
хожаобод район карты	2025-01-01 - 2025-10-15	3	1	33,33333333	9,666666667	10	0	0		0	0				3	1	33,33333333	9,666666667	10	0	0			
lusso ташкент ресторан	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
16 этаж it parkнукус	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				2	0	0	4,5		1	0	0	13	
водохранилище чаткал-узбекистан со спутника	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				0	0				3	0	0	11,66666667	
beruniy avenue relief road	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
бухара смотреть онлайн бесплатно	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				2	0	0	8,5		1	0	0	11	
шахристанский ташкент	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
thebani telmana	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
как рисовать медресе кукельдаш	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
дархон станция ташкент	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
термиз узбекистан панорама	2025-01-01 - 2025-10-15	3	1	33,33333333	2,333333333	2	0	0		3	1	33,33333333	2,333333333	2	0	0				0	0			
ташкент, улица, г. каримова 11,	2025-01-01 - 2025-10-15	3	0	0	12,66666667		0	0		0	0				0	0				3	0	0	12,66666667	
гузор йулчи бобов чойхона	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
шуртанский гхк фото	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		1	0	0	3		2	0	0	5,5		0	0			
лунапарк в ташкенте ривьера	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
все развлекательные центры в ташкенте	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				0	0				3	0	0	11,66666667	
kukcha masjidi karta	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
карасу река ташкент фото	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
узбекистан панорам	2025-01-01 - 2025-10-15	3	3	100	3,333333333	3,333333333	0	0		2	2	100	3	3	1	1	100	4	4	0	0			
кока кола завод ташкент	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
хумо арена в ташкенте внутри	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
15 gor bolnitsiya	2025-01-01 - 2025-10-15	3	0	0	4		0	0		0	0				3	0	0	4		0	0			
план хумо арена	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				3	0	0	10		0	0			
ташкент куйлюк на карте	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		0	0				3	0	0	5,666666667		0	0			
ташкент автомойка блэк стар	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
art wood ташкент	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				2	0	0	9		1	0	0	11	
улица нукусская в ташкенте 69	2025-01-01 - 2025-10-15	3	0	0	7,666666667		0	0		0	0				3	0	0	7,666666667		0	0			
o'zbekiston shampani ао	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
uzbekistan xaritasi	2025-01-01 - 2025-10-15	3	0	0	3,666666667		0	0		1	0	0	3		2	0	0	4		0	0			
xumson buloq qayerda joylashgan	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
еко парк бухаре	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
сергелийская ярмарка	2025-01-01 - 2025-10-15	3	1	33,33333333	4,333333333	4	0	0		0	0				3	1	33,33333333	4,333333333	4	0	0			
ташкент улица бабура	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				2	0	0	7		1	0	0	11	
ул нукус в ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	4	4	0	0		0	0				3	1	33,33333333	4	4	0	0			
ташкент улица заргарлик 9 sayqal	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
toshkent mall	2025-01-01 - 2025-10-15	3	1	33,33333333	3,333333333	2	0	0		2	1	50	2	2	1	0	0	6		0	0			
бродвей нукус	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		2	0	0	2,5		1	0	0	8		0	0			
дебона бой масжиди фото	2025-01-01 - 2025-10-15	3	1	33,33333333	3,333333333	3	0	0		2	1	50	3	3	1	0	0	4		0	0			
uzbekiston vertual kartalari	2025-01-01 - 2025-10-15	3	1	33,33333333	5	5	0	0		0	0				3	1	33,33333333	5	5	0	0			
город самарканд дом 64/1 вид на 3 д	2025-01-01 - 2025-10-15	3	0	0	2,333333333		2	0	0	0	0				1	0	0	5		0	0			
ташкент проспект навои	2025-01-01 - 2025-10-15	3	0	0	10,66666667		0	0		0	0				1	0	0	10		2	0	0	11	
к/совет тузель орджоникидзевский р-н ташкентская обл. узб.сср	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
комбинат мал базара	2025-01-01 - 2025-10-15	3	1	33,33333333	7,333333333	8	0	0		0	0				3	1	33,33333333	7,333333333	8	0	0			
ташкент окота ул абая	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				2	0	0	9		1	0	0	11	
парк янги узбекистан локация	2025-01-01 - 2025-10-15	3	1	33,33333333	10	9	0	0		0	0				2	1	50	9	9	1	0	0	12	
адиблар хийобони толапбарган ?айипберганов	2025-01-01 - 2025-10-15	3	1	33,33333333	1,666666667	2	1	0	0	2	1	50	2	2	0	0				0	0			
siberian wellness ул. нукус, 29 фото	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				3	0	0	9,333333333		0	0			
crowne plaza tashkent	2025-01-01 - 2025-10-15	3	0	0	4,333333333		1	0	0	1	0	0	2		1	0	0	10		0	0			
akfa jomiy	2025-01-01 - 2025-10-15	3	1	33,33333333	9,666666667	10	0	0		0	0				3	1	33,33333333	9,666666667	10	0	0			
ташкент дворец культуры и техники авиастроитель сейчас	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
ташкент, улица амира тимура, дом 3 на карте	2025-01-01 - 2025-10-15	3	0	0	10,33333333		0	0		0	0				2	0	0	10		1	0	0	11	
буненкер стадион ташкент	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				1	0	0	10		2	0	0	12	
хумоарена сектор d214	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
показать как сейчас выглядет улица шота руставели в городе самарканде	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				3	0	0	9,666666667		0	0			
artsho.sh узбекистан	2025-01-01 - 2025-10-15	3	1	33,33333333	2	2	0	0		3	1	33,33333333	2	2	0	0				0	0			
марказий савдо маркази	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		0	0				3	0	0	4,333333333		0	0			
тц атлас мебель	2025-01-01 - 2025-10-15	3	0	0	10,66666667		0	0		0	0				2	0	0	10		1	0	0	12	
нарисовать город коканд	2025-01-01 - 2025-10-15	3	0	0	10,33333333		0	0		0	0				1	0	0	9		2	0	0	11	
имомота дамолиш маскани	2025-01-01 - 2025-10-15	3	1	33,33333333	1	1	3	1	33,33333333	0	0				0	0				0	0			
имом ота дам олиш маскани адрес	2025-01-01 - 2025-10-15	3	1	33,33333333	2,333333333	2	0	0		3	1	33,33333333	2,333333333	2	0	0				0	0			
имом ота андижон как доехать	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
республика узбекистан, посёлок чарвак, геолокация.	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				0	0				3	0	0	11	
uz bum toshkent	2025-01-01 - 2025-10-15	3	1	33,33333333	2,666666667	2	0	0		2	1	50	2	2	1	0	0	4		0	0			
фотографии дома 48 улица шота руставелли г ташкент узбекистан	2025-01-01 - 2025-10-15	3	1	33,33333333	7	7	0	0		0	0				3	1	33,33333333	7	7	0	0			
массив куйлюк	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
